id_word,name,,
1148,erwägen,,
1149,mobilisieren,,
1150,besorgen,,
1151,basteln,,
1152,avancieren,,
1153,sprengen,,
1154,beabsichtigen,,
1155,einschätzen,,
1156,gucken,,
1157,fortführen,,
1158,geniessen,,
1159,nachfragen,,
1160,wiedergeben,,
1161,behindern,,
1162,attackieren,,
1163,verlauten,,
1164,verschicken,,
1165,vermerken,,
1166,vergewaltigen,,
1167,abschalten,,
1168,absprechen,,
1169,initiieren,,
1170,zurückgeben,,
1171,resümieren,,
1172,umgestalten,,
1173,auswechseln,,
1174,tätigen,,
1175,zusammensetzen,,
1176,sport@dpaten,,
1177,verbannen,,
1178,antreiben,,
1179,kleiden,,
1180,erforschen,,
1181,erliegen,,
1182,zusehen,,
1183,einsehen,,
1184,schwingen,,
1185,verpacken,,
1186,betrügen,,
1187,regnen,,
1188,thaten,,
1189,zuführen,,
1190,durchsuchen,,
1191,erzwingen,,
1192,ausbuchen,,
1193,wegfallen,,
1194,betrauen,,
1195,wiederherstellen,,
1196,neigen,,
1197,einfließen,,
1198,unterlegen,,
1199,erwecken,,
1200,wandeln,,
1201,verschleppen,,
1202,erahnen,,
1203,stabilisieren,,
1204,zurücknehmen,,
1205,prognostizieren,,
1206,jubeln,,
1207,ernten,,
1208,inhaftieren,,
1209,verkleiden,,
1210,kooperieren,,
1211,ahnen,,
1212,reinigen,,
1213,bewohnen,,
1214,debattieren,,
1215,konstruieren,,
1216,eingemeinden,,
1217,unterbinden,,
1218,bescheinigen,,
1219,komponieren,,
1220,beilegen,,
1221,schimpfen,,
1222,titelen,,
1223,zugehen,,
1224,ausdehnen,,
1225,besiedeln,,
1226,umleiten,,
1227,ergehen,,
1228,beheimaten,,
1229,prophezeien,,
1230,taugen,,
1231,kontern,,
1232,dotieren,,
1233,irritieren,,
1234,fotografieren,,
1235,verschließen,,
1236,beschweren,,
1237,schöpfen,,
1238,anhören,,
1239,anzünden,,
1240,ausspielen,,
1241,verfallen,,
1242,loswerden,,
1243,modernisieren,,
1244,erbeten,,
1245,schrumpfen,,
1246,foto@dpaten,,
1247,bestaunen,,
1248,auflaufen,,
1249,verbauen,,
1250,erwachsen,,
1251,abschliessen,,
1252,anlangen,,
1253,programmieren,,
1254,ausräumen,,
1255,einlassen,,
1256,widerlegen,,
1257,schulen,,
1258,belassen,,
1259,hervorrufen,,
1260,anlaufen,,
1261,abhängen,,
1262,glänzen,,
1263,zurückführen,,
1264,al.en,,
1265,distanzieren,,
1266,vermieten,,
1267,erklingen,,
1268,bannen,,
1269,glücken,,
1270,kopieren,,
1271,provozieren,,
1272,niederlegen,,
1273,beleben,,
1274,zubereiten,,
1275,bilanzieren,,
1276,schütteln,,
1277,shifen,,
1278,schulden,,
1279,versenken,,
1280,erkämpfen,,
1281,verzögern,,
1282,bemängeln,,
1283,vi.en,,
1284,evakuieren,,
1285,umrahmen,,
1286,zurücklegen,,
1287,formen,,
1288,übermitteln,,
1289,verscheiden,,
1290,ernähren,,
1291,aufdecken,,
1292,verdammen,,
1293,titln,,
1294,entgegennehmen,,
1295,aussteigen,,
1296,/dpaqen,,
1297,anbelangen,,
1298,backen,,
1299,verliegen,,
1300,überqueren,,
1301,beschimpfen,,
1302,bräuchen,,
1303,befreunden,,
1304,eindringen,,
1305,kosen,,
1306,kommunizieren,,
1307,jagen,,
1308,exportieren,,
1309,toben,,
1310,verlieben,,
1311,täuschen,,
1312,klauen,,
1313,vorziehen,,
1314,koppeln,,
1315,entspannen,,
1316,ablesen,,
1317,quellen,,
1318,zieren,,
1319,koordinieren,,
1320,debütieren,,
1321,fesseln,,
1322,datieren,,
1323,ahnden,,
1324,aufzeichnen,,
1325,aufregen,,
1326,teilhaben,,
1327,krachen,,
1328,bekunden,,
1329,verdächtigen,,
1330,schädigen,,
1331,zusammenkommen,,
1332,gießen,,
1333,schalten,,
1334,besiegeln,,
1335,zufügen,,
1336,bekleiden,,
1337,riskieren,,
1338,unterbreiten,,
1339,vertiefen,,
1340,übergehen,,
1341,kippen,,
1342,stürmen,,
1343,einbetten,,
1344,probieren,,
1345,deifen,,
1346,einfinden,,
1347,zuhören,,
1348,bündeln,,
1349,verehren,,
1350,zweifeln,,
1351,heimsuchen,,
1352,zusammenlegen,,
1353,tönen,,
1354,abstürzen,,
1355,ausnutzen,,
1356,hindern,,
1357,erschlagen,,
1358,wenn'sen,,
1359,ausbreiten,,
1360,aktualisieren,,
1361,einstudieren,,
1362,respektieren,,
1363,rennen,,
1364,zuschneiden,,
1365,loen,,
1366,nachkommen,,
1367,verwöhnen,,
1368,grüßen,,
1369,boomen,,
1370,beanspruchen,,
1371,opfern,,
1372,profilieren,,
1373,infizieren,,
1374,aussagen,,
1375,verschweigen,,
1376,auslagern,,
1377,timen,,
1378,hrsg.,,
1379,aufwerten,,
1380,bestücken,,
1381,verfahren,,
1382,beschießen,,
1383,mitreden,,
1384,entschärfen,,
1385,überholen,,
1386,importieren,,
1387,halbieren,,
1388,foltern,,
1389,komplizieren,,
1390,entsenden,,
1391,begünstigen,,
1392,aufhängen,,
1393,erziehen,,
1394,suspendieren,,
1395,vereinigen,,
1396,absegnen,,
1397,referieren,,
1398,ausschalten,,
1399,einsperren,,
1400,hinterfragen,,
1401,stechen,,
1402,umziehen,,
1403,spazieren,,
1404,nachholen,,
1405,verlosen,,
1406,abtrennen,,
1407,anwachsen,,
1408,abliefern,,
1409,erwidern,,
1410,anbinden,,
1411,aufarbeiten,,
1412,manipulieren,,
1413,rauchen,,
1414,verfilmen,,
1415,hervorbringen,,
1416,schmunzeln,,
1417,ermäßigen,,
1418,nachsagen,,
1419,verordnen,,
1420,unterlaufen,,
1421,stossen,,
1422,aushalten,,
1423,erproben,,
1424,verwunden,,
1425,*dien,,
1426,zittern,,
1427,detaillieren,,
1428,ergattern,,
1429,suggerieren,,
1430,blasen,,
1431,runden,,
1432,zutreffen,,
1433,stemmen,,
1434,positionieren,,
1435,abtragen,,
1436,mitbekommen,,
1437,einordnen,,
1438,rangieren,,
1439,abdrucken,,
1440,lancieren,,
1441,niederschlagen,,
1442,herausnehmen,,
1443,überschlagen,,
1444,aussterben,,
1445,strömen,,
1446,scheuen,,
1447,waschen,,
1448,knacken,,
1449,tauschen,,
1450,haften,,
1451,überschreiben,,
1452,gönnen,,
1453,mögen,,
1454,befriedigen,,
1455,cien,,
1456,schwanken,,
1457,auskennen,,
1458,relativieren,,
1459,entrichten,,
1460,einbüßen,,
1461,ragen,,
1462,befahren,,
1463,bereichern,,
1464,herauskommen,,
1465,häufen,,
1466,beibringen,,
1467,einberufen,,
1468,abrechnen,,
1469,breiten,,
1470,herhalten,,
1471,evtl.en,,
